Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
90.7,Lower advanced,Female,30.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,9,written_online,Outside classroom
90.7,Lower advanced,Female,30.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
90.7,Lower advanced,Female,31.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
90.7,Lower advanced,Female,31.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Male,32.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Male,33.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Female,33.0,English,No,Upper beginner (A2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Male,34.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,36.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Male,39.0,English,Yes,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,9,written_online,Inside classroom
90.7,Lower advanced,Female,42.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower intermediate (B1),65.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,43.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,43.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper advanced (C2),Lower advanced (C1),75.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Male,43.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
90.7,Lower advanced,Female,50.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,52.0,English,Yes,Lower beginner (A1),Upper intermediate (B2),Lower advanced (C1),Lower beginner (A1),35.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,54.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,55.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,55.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Upper intermediate (B2),85.0,Written,3,written_online,Outside classroom
90.7,Lower advanced,Male,57.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
90.7,Lower advanced,Female,58.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,5,written_online,Outside classroom
90.7,Lower advanced,Female,62.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Male,63.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Outside classroom
90.7,Lower advanced,Female,65.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Male,81.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,17.0,English,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,18.0,English,No,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,12,written_online,Outside classroom
93.0,Lower advanced,Female,19.0,English,Yes,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Female,19.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,19.0,English,Yes,Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),65.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,13,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,11,written_online,Outside classroom
93.0,Lower advanced,Male,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),70.0,Written,11,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Male,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Male,20.0,English,No,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,3,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Male,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,8,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,4,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Lower advanced (C1),75.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Male,20.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,8,written_online,Outside classroom
93.0,Lower advanced,Female,20.0,English,Yes,Upper beginner (A2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,13,written_online,Inside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Spoken,14,spoken_offline_lab,Outside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,4,written_online,Inside classroom
93.0,Lower advanced,Male,21.0,English,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,4,written_online,Inside classroom
93.0,Lower advanced,Male,21.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Male,21.0,English,Yes,Upper intermediate (B2),Upper advanced (C2),Upper intermediate (B2),Lower advanced (C1),75.0,Written,7,written_online,Inside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
93.0,Lower advanced,Male,21.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),85.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Male,22.0,English,No,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,4,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,6,written_online,Inside classroom
93.0,Lower advanced,Male,22.0,English,Yes,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower beginner (A1),35.0,Written,2,written_online,Inside classroom
93.0,Lower advanced,Female,22.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,English,Yes,Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),85.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Female,23.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,23.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,24.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
93.0,Lower advanced,Female,24.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,24.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,24.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,9,written_online,Outside classroom
93.0,Lower advanced,Female,25.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Male,25.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,25.0,English,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Upper intermediate (B2),80.0,Written,9,written_online,Outside classroom
93.0,Lower advanced,Male,26.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,27.0,English,Yes,Upper intermediate (B2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),85.0,Written,4,written_online,Outside classroom
93.0,Lower advanced,Female,27.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,5,written_online,Outside classroom
93.0,Lower advanced,Female,27.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,3,written_online,Outside classroom
93.0,Lower advanced,Male,28.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
93.0,Lower advanced,Female,28.0,English,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,12,written_online,Outside classroom
93.0,Lower advanced,Female,29.0,English,Yes,Upper advanced (C2),Upper advanced (C2),Upper intermediate (B2),Upper beginner (A2),70.0,Written,14,written_online,Inside classroom
93.0,Lower advanced,Female,30.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
93.0,Lower advanced,Male,32.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,1,written_online,Outside classroom
93.0,Lower advanced,Female,33.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,33.0,English,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,34.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
